,Sample1,Sample2,L1norm,comp,n_sites
152,KPCOVID-561_S33.lf_filt,K002457_S13.lf_filt,21.087122,119,1421
153,KPCOVID-563_S35.lf_filt,K002457_S13.lf_filt,24.16367,120,1421
154,KPCOVID-564_S36.lf_filt,K002457_S13.lf_filt,27.403236,121,1421
155,KPCOVID-567_S38.lf_filt,K002457_S13.lf_filt,23.627058,122,1421
156,KPCOVID-568_S39.lf_filt,K002457_S13.lf_filt,14.319918,123,1421
157,KPCOVID-569_S40.lf_filt,K002457_S13.lf_filt,30.972442,124,1421
158,KPCOVID-74_S4.lf_filt,K002457_S13.lf_filt,33.53839,125,1421
159,KPCOVID-75_S5.lf_filt,K002457_S13.lf_filt,29.098358,126,1421
160,KPCOVID-80_S10.lf_filt,K002457_S13.lf_filt,36.933778,127,1421
161,KPCOVID-81_S11.lf_filt,K002457_S13.lf_filt,32.637498,128,1421
162,KPCOVID-84_S2.lf_filt,K002457_S13.lf_filt,35.661544,129,1421
163,KPCOVID-88_S6.lf_filt,K002457_S13.lf_filt,28.384898,130,1421
164,KPCOVID-89_S7.lf_filt,K002457_S13.lf_filt,34.594688,131,1421
165,KPCOVID-91_S9.lf_filt,K002457_S13.lf_filt,34.639654,132,1421
0,K002460_S16.lf_filt,K002461_S17.lf_filt,17.781641999999998,52,1421
1,K002460_S16.lf_filt,K002463_S19.lf_filt,31.334364,53,1421
2,K002460_S16.lf_filt,K002464_S20.lf_filt,28.592554,54,1421
3,K002460_S16.lf_filt,K002465_S21.lf_filt,27.405217999999998,55,1421
4,K002460_S16.lf_filt,K002466_S22.lf_filt,21.239286,56,1421
5,K002460_S16.lf_filt,K002467_S23.lf_filt,13.859248000000001,57,1421
6,K002460_S16.lf_filt,K002472_S28.lf_filt,23.334364,58,1421
7,K002460_S16.lf_filt,K002474_S30.lf_filt,25.240116,59,1421
8,K002460_S16.lf_filt,KPCOVID-0007_S5.lf_filt,14.468820000000001,60,1421
9,K002460_S16.lf_filt,KPCOVID-0011_S9.lf_filt,14.100626000000002,61,1421
10,K002460_S16.lf_filt,KPCOVID-0016_S4.lf_filt,17.059362,62,1421
11,K002460_S16.lf_filt,KPCOVID-0017_S5.lf_filt,13.439636,63,1421
12,K002460_S16.lf_filt,KPCOVID-0021REP_S7.lf_filt,42.831998,64,1421
13,K002460_S16.lf_filt,KPCOVID-0026_S4.lf_filt,21.857550000000003,65,1421
14,K002460_S16.lf_filt,KPCOVID-0033_S11.lf_filt,18.770584000000003,66,1421
15,K002460_S16.lf_filt,KPCOVID-0035_S1.lf_filt,17.888681999999996,67,1421
16,K002460_S16.lf_filt,KPCOVID-0041_S6.lf_filt,19.227310000000003,68,1421
17,K002460_S16.lf_filt,KPCOVID-0055_S9.lf_filt,15.216418,69,1421
18,K002460_S16.lf_filt,KPCOVID-0056_S10.lf_filt,21.53759,70,1421
19,K002460_S16.lf_filt,KPCOVID-0057_S11.lf_filt,22.152938,71,1421
20,K002460_S16.lf_filt,KPCOVID-0065_S7.lf_filt,27.752802000000003,72,1421
21,K002460_S16.lf_filt,KPCOVID-0066_S8.lf_filt,20.629142,73,1421
22,K002460_S16.lf_filt,KPCOVID-0067_S9.lf_filt,18.508268,74,1421
23,K002460_S16.lf_filt,KPCOVID-0097_S9.lf_filt,23.476802,75,1421
24,K002460_S16.lf_filt,KPCOVID-0111_S2.lf_filt,30.137196000000003,76,1421
25,K002460_S16.lf_filt,KPCOVID-0112_S3.lf_filt,12.053506,77,1421
26,K002460_S16.lf_filt,KPCOVID-0113_S4.lf_filt,14.101111999999999,78,1421
27,K002460_S16.lf_filt,KPCOVID-0115_S6.lf_filt,11.619298,79,1421
28,K002460_S16.lf_filt,KPCOVID-0116_S7.lf_filt,11.334364,80,1421
29,K002460_S16.lf_filt,KPCOVID-0118_S9.lf_filt,12.449754,81,1421
30,K002460_S16.lf_filt,KPCOVID-0119_S10.lf_filt,10.057587999999999,82,1421
31,K002460_S16.lf_filt,KPCOVID-0120_S11.lf_filt,15.151522,83,1421
32,K002460_S16.lf_filt,KPCOVID-0121_S12.lf_filt,11.334364,84,1421
33,K002460_S16.lf_filt,KPCOVID-0122_S1.lf_filt,11.334364,85,1421
34,K002460_S16.lf_filt,KPCOVID-0157_S6.lf_filt,23.439003999999997,86,1421
35,K002460_S16.lf_filt,KPCOVID-0158_S7.lf_filt,17.334364,87,1421
36,K002460_S16.lf_filt,KPCOVID-0159_S8.lf_filt,16.227572,88,1421
37,K002460_S16.lf_filt,KPCOVID-0160_S9.lf_filt,18.400286,89,1421
38,K002460_S16.lf_filt,KPCOVID-0161_S10.lf_filt,15.600742,90,1421
39,K002460_S16.lf_filt,KPCOVID-0162_S11.lf_filt,15.334364,91,1421
40,K002460_S16.lf_filt,KPCOVID-0163_S1.lf_filt,15.040884,92,1421
41,K002460_S16.lf_filt,KPCOVID-0164_S2.lf_filt,16.662101999999997,93,1421
42,K002460_S16.lf_filt,KPCOVID-0165_S3.lf_filt,12.970578,94,1421
43,K002460_S16.lf_filt,KPCOVID-0167_S4.lf_filt,15.334364,95,1421
44,K002460_S16.lf_filt,KPCOVID-0168_S5.lf_filt,15.286348,96,1421
45,K002460_S16.lf_filt,KPCOVID-0171_S8.lf_filt,16.272721999999998,97,1421
46,K002460_S16.lf_filt,KPCOVID-0172_S9.lf_filt,15.548392,98,1421
47,K002460_S16.lf_filt,KPCOVID-0173_S10.lf_filt,15.958749999999998,99,1421
48,K002460_S16.lf_filt,KPCOVID-0174_S11.lf_filt,15.66232,100,1421
49,K002460_S16.lf_filt,KPCOVID-0293_S8.lf_filt,23.196399999999997,101,1421
50,K002460_S16.lf_filt,KPCOVID-0299_S13.lf_filt,25.878164,102,1421
51,K002460_S16.lf_filt,KPCOVID-0300_S14.lf_filt,17.716514,103,1421
52,K002460_S16.lf_filt,KPCOVID-040-R_S13.lf_filt,23.348712,104,1421
53,K002460_S16.lf_filt,KPCOVID-191_S72.lf_filt,39.53395,105,1421
54,K002460_S16.lf_filt,KPCOVID-192_S73.lf_filt,24.305834,106,1421
55,K002460_S16.lf_filt,KPCOVID-193_S8.lf_filt,11.484144,107,1421
56,K002460_S16.lf_filt,KPCOVID-194_S9.lf_filt,12.52896,108,1421
57,K002460_S16.lf_filt,KPCOVID-195_S10.lf_filt,21.777256,109,1421
58,K002460_S16.lf_filt,KPCOVID-196_S77.lf_filt,34.636120000000005,110,1421
59,K002460_S16.lf_filt,KPCOVID-260_S62.lf_filt,46.152181999999996,111,1421
60,K002460_S16.lf_filt,KPCOVID-261_S63.lf_filt,43.61274,112,1421
61,K002460_S16.lf_filt,KPCOVID-458_S39.lf_filt,21.334364,113,1421
62,K002460_S16.lf_filt,KPCOVID-460_S41.lf_filt,15.334363999999999,114,1421
63,K002460_S16.lf_filt,KPCOVID-462_S43.lf_filt,13.306586,115,1421
64,K002460_S16.lf_filt,KPCOVID-550_S22.lf_filt,26.320916,116,1421
65,K002460_S16.lf_filt,KPCOVID-555_S27.lf_filt,25.214613999999997,117,1421
66,K002460_S16.lf_filt,KPCOVID-556_S28.lf_filt,23.402726,118,1421
67,K002460_S16.lf_filt,KPCOVID-558_S30.lf_filt,23.764424,119,1421
68,K002460_S16.lf_filt,KPCOVID-561_S33.lf_filt,14.139254,120,1421
69,K002460_S16.lf_filt,KPCOVID-563_S35.lf_filt,26.450046,121,1421
70,K002460_S16.lf_filt,KPCOVID-564_S36.lf_filt,20.879804,122,1421
71,K002460_S16.lf_filt,KPCOVID-567_S38.lf_filt,28.61519,123,1421
72,K002460_S16.lf_filt,KPCOVID-568_S39.lf_filt,19.10211,124,1421
73,K002460_S16.lf_filt,KPCOVID-569_S40.lf_filt,24.024574,125,1421
74,K002460_S16.lf_filt,KPCOVID-74_S4.lf_filt,22.590522,126,1421
75,K002460_S16.lf_filt,KPCOVID-75_S5.lf_filt,22.150489999999998,127,1421
76,K002460_S16.lf_filt,KPCOVID-80_S10.lf_filt,29.98591,128,1421
77,K002460_S16.lf_filt,KPCOVID-81_S11.lf_filt,25.68963,129,1421
78,K002460_S16.lf_filt,KPCOVID-84_S2.lf_filt,24.713676,130,1421
79,K002460_S16.lf_filt,KPCOVID-88_S6.lf_filt,21.43703,131,1421
80,K002460_S16.lf_filt,KPCOVID-89_S7.lf_filt,23.779776,132,1421
81,K002460_S16.lf_filt,KPCOVID-91_S9.lf_filt,27.691786,133,1421
82,K002461_S17.lf_filt,K002460_S16.lf_filt,17.781641999999998,52,1421
83,K002463_S19.lf_filt,K002460_S16.lf_filt,31.334364,53,1421
84,K002464_S20.lf_filt,K002460_S16.lf_filt,28.592554,54,1421
85,K002465_S21.lf_filt,K002460_S16.lf_filt,27.405217999999998,55,1421
86,K002466_S22.lf_filt,K002460_S16.lf_filt,21.239286,56,1421
87,K002467_S23.lf_filt,K002460_S16.lf_filt,13.859248000000001,57,1421
88,K002472_S28.lf_filt,K002460_S16.lf_filt,23.334364,58,1421
89,K002474_S30.lf_filt,K002460_S16.lf_filt,25.240116,59,1421
90,KPCOVID-0007_S5.lf_filt,K002460_S16.lf_filt,14.468820000000001,60,1421
91,KPCOVID-0011_S9.lf_filt,K002460_S16.lf_filt,14.100626000000002,61,1421
92,KPCOVID-0016_S4.lf_filt,K002460_S16.lf_filt,17.059362,62,1421
93,KPCOVID-0017_S5.lf_filt,K002460_S16.lf_filt,13.439636,63,1421
94,KPCOVID-0021REP_S7.lf_filt,K002460_S16.lf_filt,42.831998,64,1421
95,KPCOVID-0026_S4.lf_filt,K002460_S16.lf_filt,21.857550000000003,65,1421
96,KPCOVID-0033_S11.lf_filt,K002460_S16.lf_filt,18.770584000000003,66,1421
97,KPCOVID-0035_S1.lf_filt,K002460_S16.lf_filt,17.888681999999996,67,1421
98,KPCOVID-0041_S6.lf_filt,K002460_S16.lf_filt,19.227310000000003,68,1421
99,KPCOVID-0055_S9.lf_filt,K002460_S16.lf_filt,15.216418,69,1421
100,KPCOVID-0056_S10.lf_filt,K002460_S16.lf_filt,21.53759,70,1421
101,KPCOVID-0057_S11.lf_filt,K002460_S16.lf_filt,22.152938,71,1421
102,KPCOVID-0065_S7.lf_filt,K002460_S16.lf_filt,27.752802000000003,72,1421
103,KPCOVID-0066_S8.lf_filt,K002460_S16.lf_filt,20.629142,73,1421
104,KPCOVID-0067_S9.lf_filt,K002460_S16.lf_filt,18.508268,74,1421
105,KPCOVID-0097_S9.lf_filt,K002460_S16.lf_filt,23.476802,75,1421
106,KPCOVID-0111_S2.lf_filt,K002460_S16.lf_filt,30.137196000000003,76,1421
107,KPCOVID-0112_S3.lf_filt,K002460_S16.lf_filt,12.053506,77,1421
108,KPCOVID-0113_S4.lf_filt,K002460_S16.lf_filt,14.101111999999999,78,1421
109,KPCOVID-0115_S6.lf_filt,K002460_S16.lf_filt,11.619298,79,1421
110,KPCOVID-0116_S7.lf_filt,K002460_S16.lf_filt,11.334364,80,1421
111,KPCOVID-0118_S9.lf_filt,K002460_S16.lf_filt,12.449754,81,1421
112,KPCOVID-0119_S10.lf_filt,K002460_S16.lf_filt,10.057587999999999,82,1421
113,KPCOVID-0120_S11.lf_filt,K002460_S16.lf_filt,15.151522,83,1421
114,KPCOVID-0121_S12.lf_filt,K002460_S16.lf_filt,11.334364,84,1421
115,KPCOVID-0122_S1.lf_filt,K002460_S16.lf_filt,11.334364,85,1421
116,KPCOVID-0157_S6.lf_filt,K002460_S16.lf_filt,23.439003999999997,86,1421
117,KPCOVID-0158_S7.lf_filt,K002460_S16.lf_filt,17.334364,87,1421
118,KPCOVID-0159_S8.lf_filt,K002460_S16.lf_filt,16.227572,88,1421
119,KPCOVID-0160_S9.lf_filt,K002460_S16.lf_filt,18.400286,89,1421
120,KPCOVID-0161_S10.lf_filt,K002460_S16.lf_filt,15.600742,90,1421
121,KPCOVID-0162_S11.lf_filt,K002460_S16.lf_filt,15.334364,91,1421
122,KPCOVID-0163_S1.lf_filt,K002460_S16.lf_filt,15.040884,92,1421
123,KPCOVID-0164_S2.lf_filt,K002460_S16.lf_filt,16.662101999999997,93,1421
124,KPCOVID-0165_S3.lf_filt,K002460_S16.lf_filt,12.970578,94,1421
125,KPCOVID-0167_S4.lf_filt,K002460_S16.lf_filt,15.334364,95,1421
126,KPCOVID-0168_S5.lf_filt,K002460_S16.lf_filt,15.286348,96,1421
127,KPCOVID-0171_S8.lf_filt,K002460_S16.lf_filt,16.272721999999998,97,1421
128,KPCOVID-0172_S9.lf_filt,K002460_S16.lf_filt,15.548392,98,1421
129,KPCOVID-0173_S10.lf_filt,K002460_S16.lf_filt,15.958749999999998,99,1421
130,KPCOVID-0174_S11.lf_filt,K002460_S16.lf_filt,15.66232,100,1421
131,KPCOVID-0293_S8.lf_filt,K002460_S16.lf_filt,23.196399999999997,101,1421
132,KPCOVID-0299_S13.lf_filt,K002460_S16.lf_filt,25.878164,102,1421
133,KPCOVID-0300_S14.lf_filt,K002460_S16.lf_filt,17.716514,103,1421
134,KPCOVID-040-R_S13.lf_filt,K002460_S16.lf_filt,23.348712,104,1421
135,KPCOVID-191_S72.lf_filt,K002460_S16.lf_filt,39.53395,105,1421
136,KPCOVID-192_S73.lf_filt,K002460_S16.lf_filt,24.305834,106,1421
137,KPCOVID-193_S8.lf_filt,K002460_S16.lf_filt,11.484144,107,1421
138,KPCOVID-194_S9.lf_filt,K002460_S16.lf_filt,12.52896,108,1421
139,KPCOVID-195_S10.lf_filt,K002460_S16.lf_filt,21.777256,109,1421
140,KPCOVID-196_S77.lf_filt,K002460_S16.lf_filt,34.636120000000005,110,1421
141,KPCOVID-260_S62.lf_filt,K002460_S16.lf_filt,46.152181999999996,111,1421
142,KPCOVID-261_S63.lf_filt,K002460_S16.lf_filt,43.61274,112,1421
143,KPCOVID-458_S39.lf_filt,K002460_S16.lf_filt,21.334364,113,1421
144,KPCOVID-460_S41.lf_filt,K002460_S16.lf_filt,15.334363999999999,114,1421
145,KPCOVID-462_S43.lf_filt,K002460_S16.lf_filt,13.306586,115,1421
146,KPCOVID-550_S22.lf_filt,K002460_S16.lf_filt,26.320916,116,1421
147,KPCOVID-555_S27.lf_filt,K002460_S16.lf_filt,25.214613999999997,117,1421
148,KPCOVID-556_S28.lf_filt,K002460_S16.lf_filt,23.402726,118,1421
149,KPCOVID-558_S30.lf_filt,K002460_S16.lf_filt,23.764424,119,1421
150,KPCOVID-561_S33.lf_filt,K002460_S16.lf_filt,14.139254,120,1421
151,KPCOVID-563_S35.lf_filt,K002460_S16.lf_filt,26.450046,121,1421
152,KPCOVID-564_S36.lf_filt,K002460_S16.lf_filt,20.879804,122,1421
153,KPCOVID-567_S38.lf_filt,K002460_S16.lf_filt,28.61519,123,1421
154,KPCOVID-568_S39.lf_filt,K002460_S16.lf_filt,19.10211,124,1421
155,KPCOVID-569_S40.lf_filt,K002460_S16.lf_filt,24.024574,125,1421
156,KPCOVID-74_S4.lf_filt,K002460_S16.lf_filt,22.590522,126,1421
157,KPCOVID-75_S5.lf_filt,K002460_S16.lf_filt,22.150489999999998,127,1421
158,KPCOVID-80_S10.lf_filt,K002460_S16.lf_filt,29.98591,128,1421
159,KPCOVID-81_S11.lf_filt,K002460_S16.lf_filt,25.68963,129,1421
160,KPCOVID-84_S2.lf_filt,K002460_S16.lf_filt,24.713676,130,1421
161,KPCOVID-88_S6.lf_filt,K002460_S16.lf_filt,21.43703,131,1421
162,KPCOVID-89_S7.lf_filt,K002460_S16.lf_filt,23.779776,132,1421
163,KPCOVID-91_S9.lf_filt,K002460_S16.lf_filt,27.691786,133,1421
0,K002461_S17.lf_filt,K002463_S19.lf_filt,30.447278,54,1421
1,K002461_S17.lf_filt,K002464_S20.lf_filt,27.705468,55,1421
2,K002461_S17.lf_filt,K002465_S21.lf_filt,26.518132,56,1421
3,K002461_S17.lf_filt,K002466_S22.lf_filt,20.3522,57,1421
4,K002461_S17.lf_filt,K002467_S23.lf_filt,13.158762,58,1421
5,K002461_S17.lf_filt,K002472_S28.lf_filt,22.447278,59,1421
6,K002461_S17.lf_filt,K002474_S30.lf_filt,24.35303,60,1421
7,K002461_S17.lf_filt,KPCOVID-0007_S5.lf_filt,13.581734,61,1421
8,K002461_S17.lf_filt,KPCOVID-0011_S9.lf_filt,9.21354,62,1421
9,K002461_S17.lf_filt,KPCOVID-0016_S4.lf_filt,16.172276,63,1421
10,K002461_S17.lf_filt,KPCOVID-0017_S5.lf_filt,12.55255,64,1421
11,K002461_S17.lf_filt,KPCOVID-0021REP_S7.lf_filt,45.944912,65,1421
12,K002461_S17.lf_filt,KPCOVID-0026_S4.lf_filt,16.970464,66,1421
13,K002461_S17.lf_filt,KPCOVID-0033_S11.lf_filt,18.803038,67,1421
14,K002461_S17.lf_filt,KPCOVID-0035_S1.lf_filt,21.001596,68,1421
15,K002461_S17.lf_filt,KPCOVID-0041_S6.lf_filt,18.340224,69,1421
16,K002461_S17.lf_filt,KPCOVID-0055_S9.lf_filt,14.329332,70,1421
17,K002461_S17.lf_filt,KPCOVID-0056_S10.lf_filt,20.650503999999998,71,1421
18,K002461_S17.lf_filt,KPCOVID-0057_S11.lf_filt,25.265852000000002,72,1421
19,K002461_S17.lf_filt,KPCOVID-0065_S7.lf_filt,22.865716,73,1421
20,K002461_S17.lf_filt,KPCOVID-0066_S8.lf_filt,15.742056,74,1421
21,K002461_S17.lf_filt,KPCOVID-0067_S9.lf_filt,17.621181999999997,75,1421
22,K002461_S17.lf_filt,KPCOVID-0097_S9.lf_filt,18.641496,76,1421
23,K002461_S17.lf_filt,KPCOVID-0111_S2.lf_filt,25.250110000000003,77,1421
24,K002461_S17.lf_filt,KPCOVID-0112_S3.lf_filt,7.16642,78,1421
25,K002461_S17.lf_filt,KPCOVID-0113_S4.lf_filt,9.214026,79,1421
26,K002461_S17.lf_filt,KPCOVID-0115_S6.lf_filt,10.732212,80,1421
27,K002461_S17.lf_filt,KPCOVID-0116_S7.lf_filt,6.447278,81,1421
28,K002461_S17.lf_filt,KPCOVID-0118_S9.lf_filt,7.562668,82,1421
29,K002461_S17.lf_filt,KPCOVID-0119_S10.lf_filt,9.170501999999999,83,1421
30,K002461_S17.lf_filt,KPCOVID-0120_S11.lf_filt,10.264436,84,1421
31,K002461_S17.lf_filt,KPCOVID-0121_S12.lf_filt,6.447278,85,1421
32,K002461_S17.lf_filt,KPCOVID-0122_S1.lf_filt,6.447278,86,1421
33,K002461_S17.lf_filt,KPCOVID-0157_S6.lf_filt,22.551918,87,1421
34,K002461_S17.lf_filt,KPCOVID-0158_S7.lf_filt,12.447278,88,1421
35,K002461_S17.lf_filt,KPCOVID-0159_S8.lf_filt,12.55095,89,1421
36,K002461_S17.lf_filt,KPCOVID-0160_S9.lf_filt,15.844368,90,1421
37,K002461_S17.lf_filt,KPCOVID-0161_S10.lf_filt,10.856272,91,1421
38,K002461_S17.lf_filt,KPCOVID-0162_S11.lf_filt,10.447278,92,1421
39,K002461_S17.lf_filt,KPCOVID-0163_S1.lf_filt,10.395734000000001,93,1421
40,K002461_S17.lf_filt,KPCOVID-0164_S2.lf_filt,12.000927999999998,94,1421
41,K002461_S17.lf_filt,KPCOVID-0165_S3.lf_filt,12.083492,95,1421
42,K002461_S17.lf_filt,KPCOVID-0167_S4.lf_filt,10.447278,96,1421
43,K002461_S17.lf_filt,KPCOVID-0168_S5.lf_filt,10.399262,97,1421
44,K002461_S17.lf_filt,KPCOVID-0171_S8.lf_filt,11.45984,98,1421
45,K002461_S17.lf_filt,KPCOVID-0172_S9.lf_filt,10.661306,99,1421
46,K002461_S17.lf_filt,KPCOVID-0173_S10.lf_filt,11.196756,100,1421
47,K002461_S17.lf_filt,KPCOVID-0174_S11.lf_filt,10.775234000000001,101,1421
48,K002461_S17.lf_filt,KPCOVID-0293_S8.lf_filt,26.309314,102,1421
49,K002461_S17.lf_filt,KPCOVID-0299_S13.lf_filt,28.695610000000002,103,1421
50,K002461_S17.lf_filt,KPCOVID-0300_S14.lf_filt,20.829428,104,1421
51,K002461_S17.lf_filt,KPCOVID-040-R_S13.lf_filt,22.461626000000003,105,1421
52,K002461_S17.lf_filt,KPCOVID-191_S72.lf_filt,34.646863999999994,106,1421
53,K002461_S17.lf_filt,KPCOVID-192_S73.lf_filt,19.418748,107,1421
54,K002461_S17.lf_filt,KPCOVID-193_S8.lf_filt,10.597058,108,1421
55,K002461_S17.lf_filt,KPCOVID-194_S9.lf_filt,11.641874000000001,109,1421
56,K002461_S17.lf_filt,KPCOVID-195_S10.lf_filt,21.841977999999997,110,1421
57,K002461_S17.lf_filt,KPCOVID-196_S77.lf_filt,34.348478,111,1421
58,K002461_S17.lf_filt,KPCOVID-260_S62.lf_filt,48.108288,112,1421
59,K002461_S17.lf_filt,KPCOVID-261_S63.lf_filt,50.12277,113,1421
60,K002461_S17.lf_filt,KPCOVID-458_S39.lf_filt,20.447278,114,1421
61,K002461_S17.lf_filt,KPCOVID-460_S41.lf_filt,10.447278,115,1421
62,K002461_S17.lf_filt,KPCOVID-462_S43.lf_filt,8.475056,116,1421
63,K002461_S17.lf_filt,KPCOVID-550_S22.lf_filt,28.199586,117,1421
64,K002461_S17.lf_filt,KPCOVID-555_S27.lf_filt,24.327528,118,1421
65,K002461_S17.lf_filt,KPCOVID-556_S28.lf_filt,22.515639999999998,119,1421
66,K002461_S17.lf_filt,KPCOVID-558_S30.lf_filt,22.877337999999998,120,1421
67,K002461_S17.lf_filt,KPCOVID-561_S33.lf_filt,17.252168,121,1421
68,K002461_S17.lf_filt,KPCOVID-563_S35.lf_filt,28.328716,122,1421
69,K002461_S17.lf_filt,KPCOVID-564_S36.lf_filt,21.191921999999998,123,1421
70,K002461_S17.lf_filt,KPCOVID-567_S38.lf_filt,27.728104000000002,124,1421
71,K002461_S17.lf_filt,KPCOVID-568_S39.lf_filt,18.215024,125,1421
72,K002461_S17.lf_filt,KPCOVID-569_S40.lf_filt,23.137488,126,1421
73,K002461_S17.lf_filt,KPCOVID-74_S4.lf_filt,21.703436,127,1421
74,K002461_S17.lf_filt,KPCOVID-75_S5.lf_filt,17.263403999999998,128,1421
75,K002461_S17.lf_filt,KPCOVID-80_S10.lf_filt,25.098824,129,1421
76,K002461_S17.lf_filt,KPCOVID-81_S11.lf_filt,20.802544,130,1421
77,K002461_S17.lf_filt,KPCOVID-84_S2.lf_filt,23.826589999999996,131,1421
78,K002461_S17.lf_filt,KPCOVID-88_S6.lf_filt,16.635052,132,1421
79,K002461_S17.lf_filt,KPCOVID-89_S7.lf_filt,24.29543,133,1421
80,K002461_S17.lf_filt,KPCOVID-91_S9.lf_filt,22.8047,134,1421
81,K002463_S19.lf_filt,K002461_S17.lf_filt,30.447278,54,1421
82,K002464_S20.lf_filt,K002461_S17.lf_filt,27.705468,55,1421
83,K002465_S21.lf_filt,K002461_S17.lf_filt,26.518132,56,1421
84,K002466_S22.lf_filt,K002461_S17.lf_filt,20.3522,57,1421
85,K002467_S23.lf_filt,K002461_S17.lf_filt,13.158762,58,1421
86,K002472_S28.lf_filt,K002461_S17.lf_filt,22.447278,59,1421
87,K002474_S30.lf_filt,K002461_S17.lf_filt,24.35303,60,1421
88,KPCOVID-0007_S5.lf_filt,K002461_S17.lf_filt,13.581734,61,1421
89,KPCOVID-0011_S9.lf_filt,K002461_S17.lf_filt,9.21354,62,1421
90,KPCOVID-0016_S4.lf_filt,K002461_S17.lf_filt,16.172276,63,1421
91,KPCOVID-0017_S5.lf_filt,K002461_S17.lf_filt,12.55255,64,1421
92,KPCOVID-0021REP_S7.lf_filt,K002461_S17.lf_filt,45.944912,65,1421
93,KPCOVID-0026_S4.lf_filt,K002461_S17.lf_filt,16.970464,66,1421
94,KPCOVID-0033_S11.lf_filt,K002461_S17.lf_filt,18.803038,67,1421
95,KPCOVID-0035_S1.lf_filt,K002461_S17.lf_filt,21.001596,68,1421
96,KPCOVID-0041_S6.lf_filt,K002461_S17.lf_filt,18.340224,69,1421
97,KPCOVID-0055_S9.lf_filt,K002461_S17.lf_filt,14.329332,70,1421
98,KPCOVID-0056_S10.lf_filt,K002461_S17.lf_filt,20.650503999999998,71,1421
99,KPCOVID-0057_S11.lf_filt,K002461_S17.lf_filt,25.265852000000002,72,1421
100,KPCOVID-0065_S7.lf_filt,K002461_S17.lf_filt,22.865716,73,1421
101,KPCOVID-0066_S8.lf_filt,K002461_S17.lf_filt,15.742056,74,1421
102,KPCOVID-0067_S9.lf_filt,K002461_S17.lf_filt,17.621181999999997,75,1421
103,KPCOVID-0097_S9.lf_filt,K002461_S17.lf_filt,18.641496,76,1421
104,KPCOVID-0111_S2.lf_filt,K002461_S17.lf_filt,25.250110000000003,77,1421
105,KPCOVID-0112_S3.lf_filt,K002461_S17.lf_filt,7.16642,78,1421
106,KPCOVID-0113_S4.lf_filt,K002461_S17.lf_filt,9.214026,79,1421
107,KPCOVID-0115_S6.lf_filt,K002461_S17.lf_filt,10.732212,80,1421
108,KPCOVID-0116_S7.lf_filt,K002461_S17.lf_filt,6.447278,81,1421
109,KPCOVID-0118_S9.lf_filt,K002461_S17.lf_filt,7.562668,82,1421
110,KPCOVID-0119_S10.lf_filt,K002461_S17.lf_filt,9.170501999999999,83,1421
111,KPCOVID-0120_S11.lf_filt,K002461_S17.lf_filt,10.264436,84,1421
112,KPCOVID-0121_S12.lf_filt,K002461_S17.lf_filt,6.447278,85,1421
113,KPCOVID-0122_S1.lf_filt,K002461_S17.lf_filt,6.447278,86,1421
114,KPCOVID-0157_S6.lf_filt,K002461_S17.lf_filt,22.551918,87,1421
115,KPCOVID-0158_S7.lf_filt,K002461_S17.lf_filt,12.447278,88,1421
116,KPCOVID-0159_S8.lf_filt,K002461_S17.lf_filt,12.55095,89,1421
117,KPCOVID-0160_S9.lf_filt,K002461_S17.lf_filt,15.844368,90,1421
118,KPCOVID-0161_S10.lf_filt,K002461_S17.lf_filt,10.856272,91,1421
119,KPCOVID-0162_S11.lf_filt,K002461_S17.lf_filt,10.447278,92,1421
120,KPCOVID-0163_S1.lf_filt,K002461_S17.lf_filt,10.395734000000001,93,1421
121,KPCOVID-0164_S2.lf_filt,K002461_S17.lf_filt,12.000927999999998,94,1421
122,KPCOVID-0165_S3.lf_filt,K002461_S17.lf_filt,12.083492,95,1421
123,KPCOVID-0167_S4.lf_filt,K002461_S17.lf_filt,10.447278,96,1421
124,KPCOVID-0168_S5.lf_filt,K002461_S17.lf_filt,10.399262,97,1421
125,KPCOVID-0171_S8.lf_filt,K002461_S17.lf_filt,11.45984,98,1421
126,KPCOVID-0172_S9.lf_filt,K002461_S17.lf_filt,10.661306,99,1421
127,KPCOVID-0173_S10.lf_filt,K002461_S17.lf_filt,11.196756,100,1421
128,KPCOVID-0174_S11.lf_filt,K002461_S17.lf_filt,10.775234000000001,101,1421
129,KPCOVID-0293_S8.lf_filt,K002461_S17.lf_filt,26.309314,102,1421
130,KPCOVID-0299_S13.lf_filt,K002461_S17.lf_filt,28.695610000000002,103,1421
131,KPCOVID-0300_S14.lf_filt,K002461_S17.lf_filt,20.829428,104,1421
132,KPCOVID-040-R_S13.lf_filt,K002461_S17.lf_filt,22.461626000000003,105,1421
133,KPCOVID-191_S72.lf_filt,K002461_S17.lf_filt,34.646863999999994,106,1421
134,KPCOVID-192_S73.lf_filt,K002461_S17.lf_filt,19.418748,107,1421
135,KPCOVID-193_S8.lf_filt,K002461_S17.lf_filt,10.597058,108,1421
136,KPCOVID-194_S9.lf_filt,K002461_S17.lf_filt,11.641874000000001,109,1421
137,KPCOVID-195_S10.lf_filt,K002461_S17.lf_filt,21.841977999999997,110,1421
138,KPCOVID-196_S77.lf_filt,K002461_S17.lf_filt,34.348478,111,1421
139,KPCOVID-260_S62.lf_filt,K002461_S17.lf_filt,48.108288,112,1421
